0: 역곡상상시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 부일로749번길 31 | Lat/Lon: 37.48757743,126.8118954 | Cycle: 매일
711: 광장시장 | Type: 상설장 | Addr: 서울특별시 종로구 창경궁로 88 | Lat/Lon: 37.57011251,126.9997072 | Cycle: 매일
712: 풍산공설시장 | Type: 3일장 | Addr: 경상북도 안동시 풍산읍 하리들길 7-1 | Lat/Lon: 36.57720568,128.5765756 | Cycle: 3일+8일
713: 유진상가 | Type: 상설장 | Addr: 서울특별시 서대문구 홍은동 통일로 484 | Lat/Lon: 37.59159869,126.9429557 | Cycle: 매일
714: 풍기인삼시장 | Type: 상설장 | Addr: 경상북도 영주시 풍기읍인삼로8 | Lat/Lon: 36.87302772,128.5236126 | Cycle: 매일
715: 인왕시장 | Type: 상설장 | Addr: 서울특별시 서대문구 인왕시장길 36 | Lat/Lon: 37.59139941,126.9439326 | Cycle: 매일
716: 남부종합시장 | Type: 상설장 | Addr: 서울특별시 서초구 방배중앙로 27길 17 | Lat/Lon: 37.49499219,126.9848583 | Cycle: 매일
717: 양재시장 | Type: 상설장 | Addr: 서울특별시 서초구 남부순환로356길 15 | Lat/Lon: 37.48430625,127.0379675 | Cycle: 매일
718: 금남시장 | Type: 상설장 | Addr: 서울특별시 성동구 금호산2길 32 | Lat/Lon: 37.54862374,127.02304 | Cycle: 매일
719: 마장축산물시장 | Type: 상설장 | Addr: 서울특별시 성동구 마장로35길 68 | Lat/Lon: 37.57068419,127.0412827 | Cycle: 매일
720: 뚝도시장 | Type: 상설장 | Addr: 서울특별시 성동구 성수이로 32-15 | Lat/Lon: 37.53780127,127.0548196 | Cycle: 매일
721: 용답상가시장 | Type: 상설장 | Addr: 서울특별시 성동구 용답중앙길 59 | Lat/Lon: 37.56417453,127.0525299 | Cycle: 매일
722: 길음시장 | Type: 상설장 | Addr: 서울특별시 성북구 동소문로 227 | Lat/Lon: 37.60278279,127.0215958 | Cycle: 매일
723: 영주중앙시장 | Type: 상설장 | Addr: 경상북도 영주시 영주로 192번길 10-1 | Lat/Lon: 36.82573412,128.6209774 | Cycle: 매일
724: 돌곶이시장(구 석관황금시장) | Type: 상설장 | Addr: 서울특별시 성북구 한천로73길 22 | Lat/Lon: 37.60977806,127.062234 | Cycle: 매일
725: 장위전통시장 | Type: 상설장 | Addr: 서울특별시 성북구 장위로38길 46-1 | Lat/Lon: 37.61128809,127.051034 | Cycle: 매일
726: 정릉아리랑시장 | Type: 상설장 | Addr: 서울특별시 성북구 정릉로26가길 32 | Lat/Lon: 37.60281126,127.0112339 | Cycle: 매일
727: 정릉시장 | Type: 상설장 | Addr: 서울특별시 성북구 보국문로11길 18-19 (정릉시장 고객편의시설) | Lat/Lon: 37.60946076,127.0090604 | Cycle: 매일
728: 마천시장 | Type: 상설장 | Addr: 서울특별시 송파구 마천로45길 29 | Lat/Lon: 37.49837418,127.1508638 | Cycle: 매일
729: 마천중앙시장 | Type: 상설장 | Addr: 서울특별시 송파구 마천로45길 14 | Lat/Lon: 37.49720945,127.1501548 | Cycle: 매일
730: 방이시장 | Type: 상설장 | Addr: 서울특별시 송파구 가락로 243 | Lat/Lon: 37.50995926,127.1178663 | Cycle: 매일
731: 석촌시장 | Type: 상설장 | Addr: 서울특별시 송파구 송파대로37길 52 | Lat/Lon: 37.5001761,127.1065307 | Cycle: 매일
732: 새마을시장 | Type: 상설장 | Addr: 서울특별시 송파구 석촌호수로12길 3-9 | Lat/Lon: 37.50876138,127.0859863 | Cycle: 매일
733: 영주소백쇼핑몰 | Type: 상설장 | Addr: 경상북도 영주시 중앙로 80번길 33-12 | Lat/Lon: 36.8234917,128.6261751 | Cycle: 매일
734: 목사랑시장 (목4동시장) | Type: 상설장 | Addr: 서울특별시 양천구 목동중앙남로7길 8 | Lat/Lon: 37.53762108,126.8662157 | Cycle: 매일
735: 목2동시장 | Type: 상설장 | Addr: 서울특별시 양천구 목동중앙북로 16길3 | Lat/Lon: 37.54602681,126.8738616 | Cycle: 매일
736: 목동깨비시장 (목3동시장) | Type: 상설장 | Addr: 서울특별시 양천구 목동중앙북로6길 5 | Lat/Lon: 37.54818867,126.8652236 | Cycle: 매일
737: 우성상가시장 | Type: 상설장 | Addr: 서울특별시 양천구 지양로 78 | Lat/Lon: 37.52266806,126.8335949 | Cycle: 매일
738: 신곡종합시장 | Type: 상설장 | Addr: 서울특별시 양천구 남부순환로79길 37 | Lat/Lon: 37.5183654,126.8431968 | Cycle: 매일
739: 답십리건축자재시장 | Type: 상설장 | Addr: 서울특별시 동대문구 고미술로 49 | Lat/Lon: 37.56746274,127.053483 | Cycle: 매일
740: 종합제일시장 | Type: 상설장 | Addr: 경상북도 구미시 구미중앙로9길 7 | Lat/Lon: 36.13031135,128.329651 | Cycle: 매일
741: 전곡시장 | Type: 상설장 | Addr: 서울특별시 동대문구 한천로 190 | Lat/Lon: 37.57789747,127.0684698 | Cycle: 매일
742: 전농로터리시장 | Type: 상설장 | Addr: 서울특별시 동대문구 전농로 15길 7 | Lat/Lon: 37.57814687,127.057034 | Cycle: 매일
743: 서울약령시장 | Type: 상설장 | Addr: 서울특별시 동대문구 약령중앙로26 | Lat/Lon: 37.58060041,127.0375866 | Cycle: 매일
744: 경동광성상가 | Type: 상설장 | Addr: 서울특별시 동대문구 고산자로38길 5 | Lat/Lon: 37.5801094,127.0388992 | Cycle: 매일
745: 경동시장 | Type: 상설장 | Addr: 서울특별시 동대문구 고산자로36길 3 | Lat/Lon: 37.57903713,127.0391477 | Cycle: 매일
746: 동서시장 | Type: 상설장 | Addr: 서울특별시 동대문구 왕산로33길 13 | Lat/Lon: 37.57972118,127.0412198 | Cycle: 매일
747: 청량종합도매시장(깡통시장) | Type: 상설장 | Addr: 서울특별시 동대문구 경동시장로30-7 | Lat/Lon: 37.58194677,127.0408474 | Cycle: 매일
748: 청량리종합시장 | Type: 상설장 | Addr: 서울특별시 동대문구 홍릉로 1길 68-3 | Lat/Lon: 37.58015373,127.0410276 | Cycle: 매일
749: 청량리청과물시장 | Type: 상설장 | Addr: 서울특별시 동대문구 왕산로33길 16 | Lat/Lon: 37.58021633,127.0424243 | Cycle: 매일
750: 청량리농수산물시장 | Type: 상설장 | Addr: 서울특별시 동대문구 경동시장로 22 | Lat/Lon: 37.58091962,127.0408808 | Cycle: 매일
751: 청량리전통시장 | Type: 상설장 | Addr: 서울특별시 동대문구 경동시장로2길 49-3 | Lat/Lon: 37.58061231,127.043609 | Cycle: 매일
752: 회기시장 | Type: 상설장 | Addr: 서울특별시 동대문구 회기로25길 11 | Lat/Lon: 37.59096898,127.0549831 | Cycle: 매일
753: 구미산업유통단지 | Type: 상설장 | Addr: 경상북도 구미시 3공단1로 302-7 | Lat/Lon: 36.10987904,128.4026465 | Cycle: 매일
754: 남성역골목시장 | Type: 상설장 | Addr: 서울특별시 동작구 사당로 16가길 19 | Lat/Lon: 37.48297561,126.9723106 | Cycle: 매일
755: 상도전통시장 | Type: 상설장 | Addr: 서울특별시 동작구 상도로 37길 62 | Lat/Lon: 37.49874579,126.9521073 | Cycle: 매일
756: 성대시장 | Type: 상설장 | Addr: 서울특별시 동작구 상도로102 | Lat/Lon: 37.499747,126.9319148 | Cycle: 매일
757: 성대전통시장 | Type: 상설장 | Addr: 서울특별시 동작구 국사봉1길 41 | Lat/Lon: 37.4992128,126.9308577 | Cycle: 매일
758: 공덕시장 | Type: 상설장 | Addr: 서울특별시 마포구 만리재로 19 | Lat/Lon: 37.54478749,126.9532661 | Cycle: 매일
759: 마포시장 | Type: 상설장 | Addr: 서울특별시 마포구 마포대로6길 26-1 | Lat/Lon: 37.54514325,126.9538313 | Cycle: 매일
760: 망원동월드컵시장 | Type: 상설장 | Addr: 서울특별시 마포구 망원로7길 31 | Lat/Lon: 37.55873145,126.9050809 | Cycle: 매일
761: 형곡중앙시장 | Type: 상설장 | Addr: 경상북도 구미시 형곡로 186 | Lat/Lon: 36.10639921,128.336566 | Cycle: 매일
762: 마포농수산물시장 | Type: 상설장 | Addr: 서울특별시 마포구 월드컵로 235 | Lat/Lon: 37.56519673,126.8984816 | Cycle: 매일
763: 아현시장 | Type: 상설장 | Addr: 서울특별시 마포구 굴레방로7길 8 | Lat/Lon: 37.55640684,126.9550922 | Cycle: 매일
764: 안동구시장 | Type: 상설장 | Addr: 경상북도 안동시 번영1길 55 | Lat/Lon: 36.56583641,128.7278869 | Cycle: 매일
765: 연희사러가 | Type: 상설장 | Addr: 서울특별시 서대문구 연희맛로 23 | Lat/Lon: 37.56714756,126.9296631 | Cycle: 매일
766: 한아름시장 | Type: 상설장 | Addr: 서울특별시 광진구 능동로13길 39 | Lat/Lon: 37.54396524,127.0697607 | Cycle: 매일
767: 노룬산골목시장 | Type: 상설장 | Addr: 서울특별시 광진구 뚝섬로25길 6 | Lat/Lon: 37.53636333,127.065341 | Cycle: 매일
768: 영동교골목시장 | Type: 상설장 | Addr: 서울특별시 광진구 동일로10길 47 | Lat/Lon: 37.53751723,127.0642105 | Cycle: 매일
769: 자양전통시장 | Type: 상설장 | Addr: 서울특별시 광진구 뚝섬로47길 45-2 | Lat/Lon: 37.53438165,127.0791991 | Cycle: 매일
770: 중곡제일전통시장(중곡제일시장) | Type: 상설장 | Addr: 서울특별시 광진구 긴고랑로11길 14 | Lat/Lon: 37.56387861,127.081743 | Cycle: 매일
771: 화양제일골목시장 | Type: 상설장 | Addr: 서울특별시 광진구 아차산로29길 59 | Lat/Lon: 37.54348798,127.0692963 | Cycle: 매일
772: 신성골목시장 | Type: 상설장 | Addr: 서울특별시 광진구 영화사로 16 | Lat/Lon: 37.55776458,127.0890249 | Cycle: 매일
773: 가리봉시장 | Type: 상설장 | Addr: 서울특별시 구로구 우마3길 15 | Lat/Lon: 37.48167439,126.8890749 | Cycle: 매일
774: 고척근린시장 | Type: 상설장 | Addr: 서울특별시 구로구 고척로 40길 19 | Lat/Lon: 37.50195711,126.8511138 | Cycle: 매일
775: 고척골목시장상점가 | Type: 상설장 | Addr: 서울특별시 구로구 중앙로10길 8 | Lat/Lon: 37.50336999,126.862737 | Cycle: 매일
776: 남구로시장 | Type: 상설장 | Addr: 서울특별시 구로구 구로동로26길 41 | Lat/Lon: 37.49020442,126.8864389 | Cycle: 매일
777: 구로시장 | Type: 상설장 | Addr: 서울특별시 구로구 구로동로22길 17-4 | Lat/Lon: 37.48963599,126.8856144 | Cycle: 매일
778: 별빛남문시장 | Type: 상설장 | Addr: 서울특별시 금천구 시흥대로 144길 17 | Lat/Lon: 37.47374661,126.9004255 | Cycle: 매일
779: 비단길현대시장 | Type: 상설장 | Addr: 서울특별시 금천구 독산로 27길 52 | Lat/Lon: 37.45772129,126.9048774 | Cycle: 매일
780: 장유전통시장(장유중앙시장) | Type: 상설장+3일장 | Addr: 경상남도 김해시 장유로 287-22 | Lat/Lon: 35.20056341,128.8148125 | Cycle: 3일+8일
781: 대명여울빛거리시장 | Type: 상설장 | Addr: 서울특별시 금천구 시흥대로 212 | Lat/Lon: 37.45277209,126.9016513 | Cycle: 매일
782: 경산공설시장 | Type: 상설장+5일장 | Addr: 경상북도 경산시 경안로31길 19 | Lat/Lon: 35.82052133,128.735749 | Cycle: 5일+10일
783: 신평전통시장 | Type: 상설장 | Addr: 경상북도 구미시 칠성로6길 48 | Lat/Lon: 36.12315363,128.361175 | Cycle: 매일
784: 신도봉시장 | Type: 상설장 | Addr: 서울특별시 도봉구 도당로19길 68 | Lat/Lon: 37.67001862,127.0397055 | Cycle: 매일
785: 방학동도깨비시장 | Type: 상설장 | Addr: 서울특별시 도봉구 도당로13가길 17 | Lat/Lon: 37.6659383,127.0362011 | Cycle: 매일
786: 쌍문시장 | Type: 상설장 | Addr: 서울특별시 도봉구 도봉로113길 20 | Lat/Lon: 37.6483701,127.0329744 | Cycle: 매일
787: 백운시장 | Type: 상설장 | Addr: 서울특별시 도봉구 삼양로154길 30 | Lat/Lon: 37.65549577,127.0148796 | Cycle: 매일
788: 창동신창시장 | Type: 상설장 | Addr: 서울특별시 도봉구 덕릉로 57길 17 | Lat/Lon: 37.639431,127.0374459 | Cycle: 매일
789: 창동골목시장 | Type: 상설장 | Addr: 서울특별시 도봉구 덕릉로58길 16 | Lat/Lon: 37.63840333,127.0391448 | Cycle: 매일
790: 답십리시장 | Type: 상설장 | Addr: 서울특별시 동대문구 답십리로51길 4-1 | Lat/Lon: 37.57315455,127.0586943 | Cycle: 매일
791: 구미새마을중앙시장 | Type: 상설장 | Addr: 경상북도 구미시 구미중앙로9길 11 | Lat/Lon: 36.13085045,128.3297934 | Cycle: 1일+6일
792: 대원종합시장 | Type: 상설장 | Addr: 서울특별시 강서구 화곡로21길 78(건물형) | Lat/Lon: 37.54448531,126.8364885 | Cycle: 매일
793: 까치산시장 | Type: 상설장 | Addr: 서울특별시 강서구 강서로 12길 14 | Lat/Lon: 37.53152613,126.8478644 | Cycle: 매일
794: 남부화곡시장 | Type: 상설장 | Addr: 서울특별시 강서구 등촌로5길 80 | Lat/Lon: 37.53307159,126.858949 | Cycle: 매일
795: 남부골목시장 | Type: 상설장 | Addr: 서울특별시 강서구 등촌로5길 62-4 | Lat/Lon: 37.53318098,126.8600236 | Cycle: 매일
796: 신월중앙시장 | Type: 상설장 | Addr: 서울특별시 강서구 강서로 5나길 109 | Lat/Lon: 37.52796836,126.8419096 | Cycle: 매일
797: 화곡중앙시장 | Type: 상설장 | Addr: 서울특별시 강서구 월정로 30길 66 | Lat/Lon: 37.53488481,126.8395077 | Cycle: 매일
798: 문산자유시장 | Type: 상설장+4일장 | Addr: 경기도 파주시 문산읍 문향로 57 | Lat/Lon: 37.85673243,126.7839395 | Cycle: 4일+9일
799: 봉일시장 | Type: 상설장 | Addr: 서울특별시 관악구 은천로 28 | Lat/Lon: 37.48590008,126.9383891 | Cycle: 매일
800: 인헌시장 | Type: 상설장 | Addr: 서울특별시 관악구 남부순환로246나길 14 | Lat/Lon: 37.47486452,126.9647731 | Cycle: 매일
801: 봉천중앙시장 | Type: 상설장 | Addr: 서울특별시 관악구 관악로 211 | Lat/Lon: 37.48419585,126.954344 | Cycle: 매일
802: 적성전통시장 | Type: 상설장+5일장 | Addr: 경기도 파주시 적성면 청송로 1023 | Lat/Lon: 37.95460991,126.9186679 | Cycle: 5일+10일
803: 관악종합시장 | Type: 상설장 | Addr: 서울특별시 관악구 신원로 23 | Lat/Lon: 37.4815694,126.9280588 | Cycle: 매일
804: 관악신사시장 | Type: 상설장 | Addr: 서울특별시 관악구 관천로19길 89 | Lat/Lon: 37.48678805,126.9170747 | Cycle: 매일
805: 덕풍전통시장 | Type: 상설장+4일장 | Addr: 경기도 하남시 수리북로 22 | Lat/Lon: 37.54154098,127.202916 | Cycle: 4일+9일
806: 우림시장 | Type: 상설장 | Addr: 서울특별시 관악구 난곡로 26길 19 | Lat/Lon: 37.47042842,126.9210041 | Cycle: 매일
807: 신림현대종합상가 | Type: 상설장 | Addr: 서울특별시 관악구 신림로 29길 3-20 | Lat/Lon: 37.47462597,126.9338049 | Cycle: 매일
808: 신원시장 | Type: 상설장 | Addr: 서울특별시 관악구 신원로3길 20-3 | Lat/Lon: 37.48206454,126.9273799 | Cycle: 매일
809: 원당종합시장 | Type: 상설장 | Addr: 서울특별시 관악구 남부순환로248길 35 | Lat/Lon: 37.47441435,126.9659151 | Cycle: 매일
810: 신림중앙시장 | Type: 상설장 | Addr: 서울특별시 관악구 조원로16길 27 | Lat/Lon: 37.48314387,126.9114142 | Cycle: 매일
811: 사강시장 | Type: 상설장 | Addr: 경기도 화성시 송산면 사강로 183-1 | Lat/Lon: 37.21330187,126.7360034 | Cycle: 2일+7일
812: 노룬산시장(건물형) | Type: 상설장 | Addr: 서울특별시 광진구 뚝섬로 491 | Lat/Lon: 37.5364717,127.0648885 | Cycle: 매일
813: 조양시장(건물형) | Type: 상설장 | Addr: 서울특별시 광진구 아차산로 30길 39 | Lat/Lon: 37.53899664,127.0674931 | Cycle: 매일
814: 능동로골목시장 | Type: 상설장 | Addr: 서울특별시 광진구 뚝섬로 30길 23 | Lat/Lon: 37.53517325,127.0666976 | Cycle: 매일
815: 광성시장 | Type: 상설장 | Addr: 서울특별시 광진구 능동로 47길 30 | Lat/Lon: 37.56358171,127.0811202 | Cycle: 매일
816: 신성종합시장(건물형) | Type: 상설장 | Addr: 서울특별시 광진구 용마산로 50 | Lat/Lon: 37.55808066,127.088052 | Cycle: 매일
817: 중곡제일시장(이오상사) | Type: 상설장 | Addr: 서울특별시 광진구 긴고랑로11길 11 | Lat/Lon: 37.56391495,127.0813016 | Cycle: 매일
818: 반여시장 | Type: 상설장 | Addr: 부산광역시 해운대구 재반로226번길 48 | Lat/Lon: 35.19770132,129.1334243 | Cycle: 매일
819: 반여2동상가시장 | Type: 상설장 | Addr: 부산광역시 해운대구 해운대로61번길 95-83 | Lat/Lon: 35.19602122,129.129044 | Cycle: 매일
820: 반여3동골목시장 | Type: 상설장 | Addr: 부산광역시 해운대구 재반로256번길 8 | Lat/Lon: 35.19994225,129.1320557 | Cycle: 매일
821: 신안코아전통시장 | Type: 상설장 | Addr: 경기도 안산시 상록구 석호로 315 | Lat/Lon: 37.29374218,126.8659834 | Cycle: 매일
822: 재송시장 | Type: 상설장 | Addr: 부산광역시 해운대구 재송1로60번길 16 | Lat/Lon: 35.18658147,129.1236715 | Cycle: 매일
823: 재송한마음시장 | Type: 상설장 | Addr: 부산광역시 해운대구 재반로 81-20 | Lat/Lon: 35.18607852,129.1246024 | Cycle: 매일
824: 좌동재래시장 | Type: 상설장 | Addr: 부산광역시 해운대구 좌동로91번길 20 | Lat/Lon: 35.17302767,129.1744727 | Cycle: 매일
825: 박달시장 | Type: 상설장 | Addr: 경기도 안양시 만안구 양화로 132-3 | Lat/Lon: 37.40464613,126.9096092 | Cycle: 매일
826: 강남시장 | Type: 상설장 | Addr: 서울특별시 강남구 압구정로 2길 46 | Lat/Lon: 37.51876501,127.020678 | Cycle: 매일
827: 신사상가 | Type: 상설장 | Addr: 서울특별시 강남구 압구정로29길 72-1 | Lat/Lon: 37.53228744,127.028409 | Cycle: 매일
828: 청담삼익시장 | Type: 상설장 | Addr: 서울특별시 강남구 학동로 101길 26 | Lat/Lon: 37.52244687,127.0576251 | Cycle: 매일
829: 길동복조리시장 | Type: 상설장 | Addr: 서울특별시 강동구 천중로52길 37 | Lat/Lon: 37.53907794,127.1438005 | Cycle: 매일
830: 명일전통시장 | Type: 상설장 | Addr: 서울특별시 강동구 양재대로138길 20 | Lat/Lon: 37.54952811,127.1449523 | Cycle: 매일
831: 양평물맑은시장 | Type: 상설장+3일장 | Addr: 경기도 양평군 양평읍 양평장터길 15 | Lat/Lon: 37.49093506,127.4925686 | Cycle: 3일+8일
832: 성내전통시장 | Type: 상설장 | Addr: 서울특별시 강동구 천호대로162길 61 | Lat/Lon: 37.53416778,127.1278835 | Cycle: 매일
833: 광탄시장 | Type: 상설장+3일장 | Addr: 경기도 파주시 광탄면 혜음로 1114 | Lat/Lon: 37.78145915,126.8484774 | Cycle: 3일+8일
834: 고분다리전통시장 | Type: 상설장 | Addr: 서울특별시 강동구 구천면로34길 13 | Lat/Lon: 37.54248857,127.1319259 | Cycle: 매일
835: 수유시장 | Type: 상설장 | Addr: 서울특별시 강북구 도봉로67길 18 | Lat/Lon: 37.63073125,127.0226688 | Cycle: 매일
836: 수유재래시장 | Type: 상설장 | Addr: 서울특별시 강북구 도봉로71길 26 | Lat/Lon: 37.63153319,127.0223292 | Cycle: 매일
837: 백년시장(강북종합시장과별개의시장) 구 강북종합전통시장 | Type: 상설장 | Addr: 서울특별시 강북구 한천로144길 12 | Lat/Lon: 37.64155145,127.0257426 | Cycle: 매일
838: 수유전통시장(수유골목시장) | Type: 상설장 | Addr: 서울특별시 강북구 도봉로67길 18 | Lat/Lon: 37.63073125,127.0226688 | Cycle: 매일
839: 수유프라자 | Type: 상설장 | Addr: 서울특별시 강북구 도봉로 261 | Lat/Lon: 37.63169515,127.0234508 | Cycle: 매일
840: 수유중앙시장 | Type: 상설장 | Addr: 서울특별시 강북구 노해로17길 21 | Lat/Lon: 37.64033603,127.0211761 | Cycle: 매일
841: 우이시장 | Type: 상설장 | Addr: 서울특별시 강북구 노해로 23길 68 | Lat/Lon: 37.64603946,127.020022 | Cycle: 매일
842: 장미원골목시장 | Type: 상설장 | Addr: 서울특별시 강북구 삼양로 469 | Lat/Lon: 37.64512114,127.015478 | Cycle: 매일
843: 등마루시장 | Type: 상설장 | Addr: 서울특별시 강서구 화곡로68길 120 | Lat/Lon: 37.55666129,126.8602626 | Cycle: 매일
844: 방신전통시장 | Type: 상설장 | Addr: 서울특별시 강서구 방화동로16길32 | Lat/Lon: 37.5715067,126.812647 | Cycle: 매일
845: 민락골목시장 | Type: 상설장 | Addr: 부산광역시 수영구 광안해변로277번길 28-8 | Lat/Lon: 35.15711176,129.1244534 | Cycle: 매일
846: 민락씨랜드시장 | Type: 상설장 | Addr: 부산광역시 수영구 광안해변로 299 | Lat/Lon: 35.15697591,129.1263963 | Cycle: 매일
847: 수영팔도시장 | Type: 상설장 | Addr: 부산광역시 수영구 수영로725번길 36 | Lat/Lon: 35.16877627,129.116898 | Cycle: 매일
848: 거제시장 | Type: 상설장 | Addr: 부산광역시 연제구 거제시장로14번길28 | Lat/Lon: 35.18193157,129.0727929 | Cycle: 매일
849: 영남종합시장 | Type: 상설장 | Addr: 부산광역시 연제구 중앙대로 1031 | Lat/Lon: 35.18077628,129.077026 | Cycle: 매일
850: 연미새시장 | Type: 상설장 | Addr: 부산광역시 기장군 기장읍 배산로 22 | Lat/Lon: 35.25220927,129.2088393 | Cycle: 매일
851: 연일시장 | Type: 상설장 | Addr: 부산광역시 연제구 고분로 24 | Lat/Lon: 35.18557048,129.0848866 | Cycle: 매일
852: 영도봉래시장 | Type: 상설장 | Addr: 부산광역시 영도구 태종로105번길 36 | Lat/Lon: 35.09272066,129.0432785 | Cycle: 매일
853: 남항시장 | Type: 상설장 | Addr: 부산광역시 영도구 절영로 49번길 73-5 | Lat/Lon: 35.08890779,129.0422624 | Cycle: 매일
854: 청학시장 | Type: 상설장 | Addr: 부산광역시 영도구 태종로 316번길 1 | Lat/Lon: 35.09660365,129.0603377 | Cycle: 매일
855: 남포동건어물도매시장 | Type: 상설장 | Addr: 부산광역시 중구 용미길10번길 1 | Lat/Lon: 35.09683884,129.034719 | Cycle: 매일
856: 시화유통상가 | Type: 상설장 | Addr: 경기도 시흥시 공단1대로 244 | Lat/Lon: 37.33533243,126.7284453 | Cycle: 매일
857: 부산자갈밭시장 | Type: 상설장 | Addr: 부산광역시 중구 자갈치해안로 52 | Lat/Lon: 35.09662907,129.030569 | Cycle: 매일
858: 신동아수산물종합시장 | Type: 상설장 | Addr: 부산광역시 중구 자갈치로 42 | Lat/Lon: 35.09671506,129.0286633 | Cycle: 매일
859: 신천지시장 | Type: 상설장 | Addr: 부산광역시 중구 자갈치로 33 | Lat/Lon: 35.09704464,129.0278162 | Cycle: 매일
860: 보수종합시장 | Type: 상설장 | Addr: 부산광역시 중구 보수대로 94 | Lat/Lon: 35.10421143,129.0218183 | Cycle: 매일
861: 창선상가 | Type: 상설장 | Addr: 부산광역시 중구 중구로 45 | Lat/Lon: 35.10193912,129.027751 | Cycle: 매일
862: 부평깡통시장 | Type: 상설장 | Addr: 부산광역시 중구 부평1길 39 | Lat/Lon: 35.10128805,129.0257282 | Cycle: 매일
863: 월드밸리 | Type: 상설장 | Addr: 부산광역시 중구 대청로 60 | Lat/Lon: 35.10280033,129.0263688 | Cycle: 매일
864: 국제시장 | Type: 상설장 | Addr: 부산광역시 중구 중구로 42, 3층 | Lat/Lon: 35.10153726,129.02807 | Cycle: 매일
865: 아리랑거리 | Type: 상설장 | Addr: 부산광역시 중구 중구로30번길 12 | Lat/Lon: 35.10045891,129.0289644 | Cycle: 매일
866: 신창상가 | Type: 상설장 | Addr: 부산광역시 중구 중구로34번길 21-1 | Lat/Lon: 35.10117719,129.0302005 | Cycle: 매일
867: 만물의거리시장 | Type: 상설장 | Addr: 부산광역시 중구 국제시장 2길 24-1 | Lat/Lon: 35.10148415,129.0285512 | Cycle: 매일
868: 새영주시장 | Type: 상설장 | Addr: 부산광역시 중구 초량중로 6 | Lat/Lon: 35.11270202,129.0363088 | Cycle: 매일
869: 영주시장 | Type: 상설장 | Addr: 부산광역시 중구 대영로242번길 3 | Lat/Lon: 35.1116817,129.0373691 | Cycle: 매일
870: 부산데파트 | Type: 상설장 | Addr: 부산광역시 중구 중앙대로 2 | Lat/Lon: 35.0983104,129.0367073 | Cycle: 매일
871: 반송큰시장(반송2동시장) | Type: 상설장 | Addr: 부산광역시 해운대구 윗반송로51번길 86 | Lat/Lon: 35.23111721,129.1562096 | Cycle: 매일
872: 반송골목시장 | Type: 상설장 | Addr: 부산광역시 해운대구 아랫반송로39번길 18-3 | Lat/Lon: 35.22428809,129.1503299 | Cycle: 매일
873: 금산인삼쇼핑센타 | Type: 상설장 | Addr: 충청남도 금산군 금산읍 인삼광장로 47 | Lat/Lon: 36.1015148,127.4989542 | Cycle: 매일
874: 금산약초시장 | Type: 상설장 | Addr: 충청남도 금산군 금산읍 비단로 144 | Lat/Lon: 36.1003757,127.4954712 | Cycle: 매일
875: 마전시장 | Type: 4일장 | Addr: 충청남도 금산군 추부면 마전1길 38 | Lat/Lon: 36.1906104,127.4669775 | Cycle: 4일+9일
876: 강경대흥시장 | Type: 상설장+4일장 | Addr: 충청남도 논산시 강경읍 대흥로 23- 1 | Lat/Lon: 36.15597686,127.0136799 | Cycle: 4일+9일
877: 강경젓갈시장 | Type: 상설장 | Addr: 충청남도 논산시 강경읍 금백로 45 | Lat/Lon: 36.15755436,127.0098017 | Cycle: 매일
878: 화지중앙시장 | Type: 상설장 | Addr: 충청남도 논산시 중앙로492번길 20 | Lat/Lon: 36.20691048,127.0852797 | Cycle: 매일
879: 연산전통시장 | Type: 상설장+5일장 | Addr: 충청남도 논산시 연산면 연산4길 10-8 | Lat/Lon: 36.21627075,127.2164887 | Cycle: 5일+10일
880: 신평시장 | Type: 상설장+5일장 | Addr: 충청남도 당진시 신평면 신평로 804-1 | Lat/Lon: 36.88353946,126.7759775 | Cycle: 5일+10일
881: 독천5일시장 | Type: 4일장 | Addr: 전라남도 영암군 미암면 독천1길 19 | Lat/Lon: 34.72459224,126.5671189 | Cycle: 4일+9일
882: 합덕전통시장 | Type: 상설장 | Addr: 충청남도 당진시 합덕읍 버그내2길 128-42 | Lat/Lon: 36.80617206,126.7719672 | Cycle: 1일+6일
883: 동부시장 | Type: 상설장 | Addr: 충청남도 보령시 구상가길 14-5 | Lat/Lon: 36.34936157,126.5970013 | Cycle: 매일
884: 보령중앙시장 | Type: 상설장+3일장 | Addr: 충청남도 보령시 중앙시장1길 25-1 | Lat/Lon: 36.35085519,126.5941055 | Cycle: 3일+8일
885: 보령한내시장 | Type: 상설장+3일장 | Addr: 충청남도 보령시 정화로길 13 | Lat/Lon: 36.34962793,126.595819 | Cycle: 3일+8일
886: 현대시장(현대상가시장) | Type: 상설장 | Addr: 충청남도 보령시 대흥로 16 | Lat/Lon: 36.34891076,126.5969368 | Cycle: 매일
887: 대천항수산시장 | Type: 상설장 | Addr: 충청남도 보령시 대천항로 370 | Lat/Lon: 36.32660911,126.5061075 | Cycle: 매일
888: 웅천시장 | Type: 상설장 | Addr: 충청남도 보령시 웅천읍 장터4길 24 | Lat/Lon: 36.23298807,126.6012701 | Cycle: 2일+7일
889: 부여시장 | Type: 상설장+5일장 | Addr: 충청남도 부여군 부여읍 성왕로173번길 12 | Lat/Lon: 36.28149721,126.9075601 | Cycle: 5일+10일
